triplet_id,variant_type,input_hinglish,gemma_translation,reference_en
484,emphasis_shift,degrade ho raha power backup ka battery health,Degrading the health of the battery power backup.,power backup is the health area of
485,base,house ka renovation timeline extend ho gaya,The house's renovation timeline has been extended.,House renovation timeline extended
485,topic_fronting,renovation timeline extend ho gaya house ka,The renovation timeline has been extended on the house.,House renovation timeline extended
485,emphasis_shift,extend ho gaya house ka renovation timeline,The renovation timeline has extended.,House renovation timeline extended
486,base,team ka sprint planning session productive raha,The sprint planning session is productive.,team ka sprint planning session productive raha
486,topic_fronting,sprint planning session productive raha team ka,The sprint planning session is productive for the team.,team ka sprint planning session productive raha
486,emphasis_shift,productive raha team ka sprint planning session,productive sprint planning session of team,team ka sprint planning session productive raha
487,base,project ka risk assessment document update hua,The project risk assessment document was updated.,project ka risk assessment document update hua
487,topic_fronting,risk assessment document update hua project ka,The risk assessment document was updated for the project.,project ka risk assessment document update hua
487,emphasis_shift,update hua project ka risk assessment document,updated project risk assessment document,project ka risk assessment document update hua
488,base,meeting ka minutes shared folder me upload hua,The meeting minutes were uploaded to the shared folder.,meeting ka minutes shared folder me upload hua
488,topic_fronting,minutes shared folder me upload hua meeting ka,Uploaded meeting to shared folder in minutes,meeting ka minutes shared folder me upload hua
488,emphasis_shift,upload hua meeting ka minutes shared folder me,shared minutes of meeting in shared folder,meeting ka minutes shared folder me upload hua
489,base,client ka approval mail officially receive hua,The mail officially receiving the client's approval.,client ka approval mail officially receive hua
489,topic_fronting,approval mail officially receive hua client ka,approval mail officially receive hua client ka,client ka approval mail officially receive hua
489,emphasis_shift,officially receive hua client ka approval mail,mail officially receiving client approval,client ka approval mail officially receive hua
490,base,work ka knowledge transfer session scheduled hai,Work knowledge transfer session scheduled,work ka knowledge transfer session scheduled hai
490,topic_fronting,knowledge transfer session scheduled hai work ka,Knowledge transfer session scheduled for work,work ka knowledge transfer session scheduled hai
490,emphasis_shift,scheduled hai work ka knowledge transfer session,Scheduled knowledge transfer session for work,work ka knowledge transfer session scheduled hai
491,base,friends ka weekend outing plan finalize hua,The friends weekend outing plan is finalized.,friends ka weekend outing plan finalize hua
491,topic_fronting,weekend outing plan finalize hua friends ka,The weekend outing plan is finalized friends,friends ka weekend outing plan finalize hua
491,emphasis_shift,finalize hua friends ka weekend outing plan,finalized the friends weekend outing plan,friends ka weekend outing plan finalize hua
492,base,group chat ka message tone misunderstanding cause bana,Message tone of group chat misunderstanding cause of group chat,group chat ka message tone misunderstanding cause bana
492,topic_fronting,message tone misunderstanding cause bana group chat ka,message tone misunderstanding cause bana group chat ka,group chat ka message tone misunderstanding cause bana
492,emphasis_shift,misunderstanding cause bana group chat ka message tone,misunderstanding cause bana group chat ka message tone,group chat ka message tone misunderstanding cause bana
493,base,event ka dress code informal mention tha,The event mentioned the dress code as informal.,event ka dress code informal mention tha
493,topic_fronting,dress code informal mention tha event ka,The dress code mentioned was informal.,event ka dress code informal mention tha
493,emphasis_shift,informal mention tha event ka dress code,informal mention of dress code for event,event ka dress code informal mention tha
494,base,call ka audio delay awkward laga,the audio delay was awkward,call from audio delay awkward
494,topic_fronting,audio delay awkward laga call ka,the audio delay seems awkward to me for a call,call from audio delay awkward
494,emphasis_shift,awkward laga call ka audio delay,awkward call audio delay,call from audio delay awkward
495,base,conversation ka closure politely handle hua,Conversation closure handled politely,conversation ka closure politely handle hua
495,topic_fronting,closure politely handle hua conversation ka,Hinglish: closure politely handle hua conversation ka,conversation ka closure politely handle hua
495,emphasis_shift,politely handle hua conversation ka closure,politely handle the closure of the conversation,conversation ka closure politely handle hua
496,base,travel ka emergency contact list ready rakhna,Ready travel emergency contact list,travel ka emergency contact list ready rakhna
496,topic_fronting,emergency contact list ready rakhna travel ka,Ready emergency contact list for travel,travel ka emergency contact list ready rakhna
496,emphasis_shift,ready rakhna travel ka emergency contact list,Ready to keep travel emergency contact list,travel ka emergency contact list ready rakhna
497,base,journey ka luggage tag number mismatch nikla,The journey's luggage tag number mismatch.,journey ka luggage tag number mismatch nikla
497,topic_fronting,luggage tag number mismatch nikla journey ka,Luggage tag number mismatch on this journey,journey ka luggage tag number mismatch nikla
497,emphasis_shift,mismatch nikla journey ka luggage tag number,Mismatch in journey's luggage tag number,journey ka luggage tag number mismatch nikla
498,base,airport ka security check process systematic laga,The airport security check process is systematic.,airport ka security check process systematic laga
498,topic_fronting,security check process systematic laga airport ka,security check process seems systematic at the airport,airport ka security check process systematic laga
498,emphasis_shift,systematic laga airport ka security check process,systematic check airport security process,airport ka security check process systematic laga
499,base,trip ka budget estimation accurate prove hua,The trip budget estimation was accurate.,trip ka budget estimation accurate prove hua
499,topic_fronting,budget estimation accurate prove hua trip ka,budget estimation prove hua trip ka,trip ka budget estimation accurate prove hua
499,emphasis_shift,accurate prove hua trip ka budget estimation,accurate prove trip budget estimation,trip ka budget estimation accurate prove hua
