triplet_id,variant_type,input_hinglish,llama_translation,reference_en
229,base,class ka syllabus alignment clear nahi,The class syllabus is not aligned properly.,class ka syllabus alignment clear nahi
229,topic_fronting,syllabus alignment clear nahi class ka,Lack of clarity in the syllabus for the class.,class ka syllabus alignment clear nahi
229,emphasis_shift,clear nahi class ka syllabus alignment,The class syllabus is not clear.,class ka syllabus alignment clear nahi
230,base,tutorial ka recording link expire ho gaya,The tutorial's recording link has expired.,Tutorial recording link expired
230,topic_fronting,recording link expire ho gaya tutorial ka,The recording link has expired for the tutorial.,Tutorial recording link expired
230,emphasis_shift,expire ho gaya tutorial ka recording link,The tutorial's recording link has expired.,Tutorial recording link expired
231,base,kitchen ka sink water leak kar raha,The kitchen sink is leaking water.,sink water leak sink
231,topic_fronting,sink water leak kar raha kitchen ka,There's a water leak coming from the kitchen sink.,sink water leak sink
231,emphasis_shift,leak kar raha kitchen ka sink water,The kitchen sink is leaking water.,sink water leak sink
232,base,room ka curtain properly slide nahi ho raha,The curtain in the room is not sliding properly.,Room curtain not sliding properly
232,topic_fronting,curtain properly slide nahi ho raha room ka,The curtain is not sliding properly in the room.,Room curtain not sliding properly
232,emphasis_shift,slide nahi ho raha room ka curtain properly,The curtain in the room is not sliding properly.,Room curtain not sliding properly
233,base,bedroom ka switch board loose lag raha,The bedroom's switchboard is loose.,bedroom ka switch board loose lag raha
233,topic_fronting,switch board loose lag raha bedroom ka,The switchboard is loose in the bedroom.,bedroom ka switch board loose lag raha
233,emphasis_shift,loose lag raha bedroom ka switch board,The bedroom's switchboard is loose.,bedroom ka switch board loose lag raha
234,base,washing powder ka stock khatam ho gaya,The stock of washing powder has run out.,Washing powder ka stock khatam ho gaya
234,topic_fronting,stock khatam ho gaya washing powder ka,The stock of washing powder is finished.,Washing powder ka stock khatam ho gaya
234,emphasis_shift,khatam ho gaya washing powder ka stock,The stock of washing powder has run out.,Washing powder ka stock khatam ho gaya
235,base,balcony ka plant water karna reh gaya,The balcony plant's water needs were neglected.,It remains to water the balcony plant.
235,topic_fronting,plant water karna reh gaya balcony ka,The plant was left to water on the balcony.,It remains to water the balcony plant.
235,emphasis_shift,water karna reh gaya balcony ka plant,The plant on the balcony was left to wither away.,It remains to water the balcony plant.
236,base,bathroom ka exhaust fan noise kar raha,The bathroom's exhaust fan is making a lot of noise.,bathroom exhaust fan making noise
236,topic_fronting,exhaust fan noise kar raha bathroom ka,The exhaust fan is making a lot of noise in the bathroom.,bathroom exhaust fan making noise
236,emphasis_shift,noise kar raha bathroom ka exhaust fan,The bathroom's exhaust fan is making a lot of noise.,bathroom exhaust fan making noise
237,base,fridge ka ice tray jam ho gaya,The ice tray in the fridge is jammed.,fridge ice tray jammed
237,topic_fronting,ice tray jam ho gaya fridge ka,The ice tray is jammed in the fridge.,fridge ice tray jammed
237,emphasis_shift,jam ho gaya fridge ka ice tray,The ice tray in the fridge has frozen solid.,fridge ice tray jammed
238,base,sofa ka fabric stain easily pakad raha,The sofa's fabric stains easily.,The fabric of the sofa is holding the stain out.
238,topic_fronting,fabric stain easily pakad raha sofa ka,The fabric stains easily on the sofa.,The fabric of the sofa is holding the stain out.
238,emphasis_shift,easily pakad raha sofa ka fabric stain,I'm easily getting stuck with the stain on the sofa fabric.,The fabric of the sofa is holding the stain out.
239,base,wardrobe ka door alignment thoda off hai,The wardrobe door is slightly out of alignment.,The far alignment of the wardrobe is slightly off
239,topic_fronting,door alignment thoda off hai wardrobe ka,The wardrobe door is slightly out of alignment.,The far alignment of the wardrobe is slightly off
239,emphasis_shift,off hai wardrobe ka door alignment thoda,The wardrobe door is slightly out of alignment.,The far alignment of the wardrobe is slightly off
240,base,home ka inverter backup weak lag raha,The inverter backup at home is not working properly.,Home Inverter Backup Wop Raha
240,topic_fronting,inverter backup weak lag raha home ka,The inverter backup is not working properly at home.,Home Inverter Backup Wop Raha
240,emphasis_shift,weak lag raha home ka inverter backup,The inverter at home is not working properly.,Home Inverter Backup Wop Raha
241,base,app ka onboarding flow confusing laga,The app's onboarding flow seems confusing.,app ka onboarding flow confusing laga
241,topic_fronting,onboarding flow confusing laga app ka,The onboarding flow is confusing for the app.,app ka onboarding flow confusing laga
241,emphasis_shift,confusing laga app ka onboarding flow,The onboarding flow of the app is confusing.,app ka onboarding flow confusing laga
242,base,phone ka notification badge clear nahi hua,The phone's notification badge is not clearing.,Phone's notification badge not cleared
242,topic_fronting,notification badge clear nahi hua phone ka,The notification badge on my phone hasn't cleared.,Phone's notification badge not cleared
242,emphasis_shift,clear nahi hua phone ka notification badge,The phone's notification badge hasn't cleared.,Phone's notification badge not cleared
243,base,browser ka extension automatically disable hua,The browser's extension was automatically disabled.,browser ka extension automatically disable hua
243,topic_fronting,extension automatically disable hua browser ka,The browser extension was automatically disabled.,browser ka extension automatically disable hua
243,emphasis_shift,automatically disable hua browser ka extension,The browser's extension has been automatically disabled.,browser ka extension automatically disable hua
244,base,system ka storage cleanup recommend kar raha,The system is recommending a storage cleanup.,System storage cleanup recommended
244,topic_fronting,storage cleanup recommend kar raha system ka,The system is recommending a storage cleanup.,System storage cleanup recommended
244,emphasis_shift,recommend kar raha system ka storage cleanup,The system is recommending a storage cleanup.,System storage cleanup recommended
245,base,email ka attachment size limit cross ho gaya,The attachment size limit for email has been crossed.,Email attachment size limit exceeded
245,topic_fronting,attachment size limit cross ho gaya email ka,The attachment size limit has been crossed in the email.,Email attachment size limit exceeded
245,emphasis_shift,cross ho gaya email ka attachment size limit,The email attachment size limit has been crossed.,Email attachment size limit exceeded
246,base,wifi ka password recently change hua,The WiFi password has recently been changed.,wifi ka password recently change hua
246,topic_fronting,password recently change hua wifi ka,The WiFi password has recently been changed.,wifi ka password recently change hua
246,emphasis_shift,change hua wifi ka password recently,The WiFi password was recently changed.,wifi ka password recently change hua
247,base,app ka dark mode option missing hai,The dark mode option is missing from the app.,app ka dark mode option missing hai
247,topic_fronting,dark mode option missing hai app ka,The dark mode option is missing in the app.,app ka dark mode option missing hai
247,emphasis_shift,missing hai app ka dark mode option,The app is missing a dark mode option.,app ka dark mode option missing hai
